/* DATA DESCRIPTION:
Citation:	Wirth, Stefanie B; Glur, Lukas; Gilli, Adrian; Anselmetti, Flavio S (2013): Holocene flood activity data for the Northern and Southern Central Alps reconstructed from lake sediments. PANGAEA, https://doi.org/10.1594/PANGAEA.823415, 
	In supplement to: Wirth, SB et al. (2013): Holocene flood frequency across the Central Alps - solar forcing and evidence for variations in North Atlantic atmospheric circulation. Quaternary Science Reviews, 80, 112-128, https://doi.org/10.1016/j.quascirev.2013.09.002
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Northern Alps (optional Event Labels N1 to N10)
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Southern Alps (optional Event Labels S1 to S5)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	20122 data points
*/
Age [ka BP]	Flood act [%] (Northern Alps (optional Event...)	Flood act [%] (Southern Alps (optional Event...)
2.166	37.49	41.08
2.167	37.71	40.92
2.168	37.94	40.75
2.169	38.18	40.57
2.170	38.42	40.39
2.171	38.66	40.19
2.172	38.88	39.99
2.173	39.10	39.79
2.174	39.29	39.59
2.175	39.46	39.38
2.176	39.61	39.18
2.177	39.73	38.98
2.178	39.82	38.78
2.179	39.88	38.58
2.180	39.91	38.39
2.181	39.91	38.20
2.182	39.87	38.01
2.183	39.79	37.83
2.184	39.67	37.66
2.185	39.51	37.48
2.186	39.30	37.32
2.187	39.05	37.16
2.188	38.74	37.00
2.189	38.39	36.85
2.190	37.98	36.70
2.191	37.52	36.56
2.192	37.02	36.42
2.193	36.47	36.28
2.194	35.88	36.15
2.195	35.25	36.03
2.196	34.59	35.91
2.197	33.90	35.79
2.198	33.18	35.69
2.199	32.45	35.59
2.200	31.70	35.50
2.201	30.93	35.41
2.202	30.15	35.34
2.203	29.37	35.27
2.204	28.59	35.21
2.205	27.81	35.16
2.206	27.04	35.13
2.207	26.29	35.10
2.208	25.54	35.09
2.209	24.82	35.08
2.210	24.11	35.08
2.211	23.43	35.09
2.212	22.77	35.11
2.213	22.13	35.12
2.214	21.52	35.15
2.215	20.94	35.17
2.216	20.37	35.20
2.217	19.84	35.22
2.218	19.33	35.24
2.219	18.85	35.26
2.220	18.40	35.27
2.221	17.98	35.27
2.222	17.60	35.27
2.223	17.25	35.26
2.224	16.94	35.24
2.225	16.67	35.21
2.226	16.44	35.18
2.227	16.26	35.14
2.228	16.11	35.10
2.229	16.00	35.06
2.230	15.94	35.01
2.231	15.92	34.96
2.232	15.94	34.91
2.233	16.00	34.86
2.234	16.10	34.82
2.235	16.24	34.77
2.236	16.41	34.73
2.237	16.61	34.70
2.238	16.84	34.66
2.239	17.10	34.64
2.240	17.39	34.62
2.241	17.70	34.61
2.242	18.03	34.60
2.243	18.38	34.61
2.244	18.74	34.62
2.245	19.12	34.64
2.246	19.51	34.67
2.247	19.90	34.70
2.248	20.29	34.74
2.249	20.69	34.79
2.250	21.09	34.84
2.251	21.49	34.89
2.252	21.89	34.96
2.253	22.29	35.02
2.254	22.70	35.09
2.255	23.10	35.16
2.256	23.51	35.23
2.257	23.91	35.31
2.258	24.31	35.38
2.259	24.71	35.46
2.260	25.10	35.53
2.261	25.48	35.61
2.262	25.85	35.68
2.263	26.21	35.75
2.264	26.56	35.82
2.265	26.90	35.89
2.266	27.23	35.95
2.267	27.54	36.00
2.268	27.84	36.05
2.269	28.12	36.10
2.270	28.39	36.14
2.271	28.63	36.17
2.272	28.86	36.20
2.273	29.07	36.22
2.274	29.25	36.23
2.275	29.43	36.24
2.276	29.59	36.24
2.277	29.74	36.24
2.278	29.89	36.24
2.279	30.03	36.23
2.280	30.17	36.22
2.281	30.30	36.22
2.282	30.43	36.21
2.283	30.56	36.20
2.284	30.68	36.19
2.285	30.79	36.18
2.286	30.90	36.17
2.287	30.99	36.16
2.288	31.08	36.14
2.289	31.15	36.13
2.290	31.22	36.11
2.291	31.28	36.09
2.292	31.34	36.08
2.293	31.40	36.05
2.294	31.47	36.03
2.295	31.54	36.01
2.296	31.62	35.99
2.297	31.71	35.97
2.298	31.81	35.95
2.299	31.92	35.94
2.300	32.04	35.93
2.301	32.17	35.92
2.302	32.32	35.91
2.303	32.47	35.91
2.304	32.64	35.90
2.305	32.81	35.90
2.306	33.00	35.89
2.307	33.20	35.89
2.308	33.42	35.88
2.309	33.64	35.87
2.310	33.86	35.87
2.311	34.10	35.86
2.312	34.33	35.86
2.313	34.56	35.86
2.314	34.80	35.87
2.315	35.05	35.88
2.316	35.30	35.90
2.317	35.56	35.94
2.318	35.83	35.98
2.319	36.11	36.04
2.320	36.40	36.11
2.321	36.69	36.19
2.322	36.98	36.28
2.323	37.28	36.38
2.324	37.59	36.50
2.325	37.89	36.64
2.326	38.18	36.79
2.327	38.48	36.96
2.328	38.77	37.14
2.329	39.06	37.34
2.330	39.34	37.56
2.331	39.61	37.80
2.332	39.88	38.07
2.333	40.15	38.35
2.334	40.40	38.66
2.335	40.65	38.98
2.336	40.88	39.33
2.337	41.10	39.70
2.338	41.30	40.08
2.339	41.47	40.48
2.340	41.61	40.89
2.341	41.73	41.32
2.342	41.81	41.75
2.343	41.86	42.19
2.344	41.88	42.63
2.345	41.87	43.08
2.346	41.83	43.52
2.347	41.77	43.96
2.348	41.68	44.39
2.349	41.57	44.81
2.350	41.43	45.21
2.351	41.28	45.60
2.352	41.10	45.97
2.353	40.90	46.33
2.354	40.69	46.65
2.355	40.45	46.96
2.356	40.19	47.24
2.357	39.91	47.49
2.358	39.60	47.72
2.359	39.26	47.93
2.360	38.88	48.11
2.361	38.48	48.26
2.362	38.03	48.38
2.363	37.55	48.48
2.364	37.05	48.55
2.365	36.51	48.60
2.366	35.96	48.63
2.367	35.39	48.63
2.368	34.81	48.62
2.369	34.21	48.59
2.370	33.61	48.55
2.371	32.99	48.49
2.372	32.36	48.43
2.373	31.73	48.35
2.374	31.09	48.26
2.375	30.45	48.17
2.376	29.80	48.08
2.377	29.14	47.98
2.378	28.49	47.89
2.379	27.84	47.80
2.380	27.19	47.71
2.381	26.56	47.63
2.382	25.94	47.56
2.383	25.33	47.49
2.384	24.74	47.42
2.385	24.17	47.37
2.386	23.63	47.32
2.387	23.11	47.28
2.388	22.63	47.25
2.389	22.18	47.24
2.390	21.77	47.24
2.391	21.40	47.26
2.392	21.08	47.28
2.393	20.81	47.33
2.394	20.58	47.39
2.395	20.40	47.47
2.396	20.28	47.56
2.397	20.20	47.67
2.398	20.18	47.79
2.399	20.21	47.92
2.400	20.29	48.06
2.401	20.41	48.21
2.402	20.59	48.36
2.403	20.81	48.53
2.404	21.07	48.70
2.405	21.37	48.88
2.406	21.71	49.06
2.407	22.09	49.24
2.408	22.49	49.43
2.409	22.92	49.62
2.410	23.38	49.81
2.411	23.86	50.00
2.412	24.35	50.19
2.413	24.85	50.38
2.414	25.37	50.56
2.415	25.90	50.75
2.416	26.44	50.94
2.417	26.99	51.13
2.418	27.55	51.32
2.419	28.12	51.52
2.420	28.70	51.73
2.421	29.28	51.95
2.422	29.86	52.18
2.423	30.44	52.42
2.424	31.01	52.68
2.425	31.58	52.95
2.426	32.14	53.25
2.427	32.68	53.56
2.428	33.20	53.89
2.429	33.69	54.25
2.430	34.16	54.62
2.431	34.60	55.02
2.432	35.00	55.45
2.433	35.37	55.90
2.434	35.69	56.38
2.435	35.97	56.88
2.436	36.20	57.41
2.437	36.39	57.97
2.438	36.51	58.55
2.439	36.58	59.14
2.440	36.58	59.77
2.441	36.53	60.41
2.442	36.42	61.07
2.443	36.26	61.76
2.444	36.04	62.47
2.445	35.77	63.20
2.446	35.46	63.95
2.447	35.11	64.73
2.448	34.71	65.53
2.449	34.27	66.34
2.450	33.79	67.18
2.451	33.28	68.03
2.452	32.73	68.90
2.453	32.14	69.79
2.454	31.53	70.69
2.455	30.89	71.60
2.456	30.23	72.52
2.457	29.56	73.44
2.458	28.87	74.38
2.459	28.17	75.31
2.460	27.47	76.25
2.461	26.76	77.19
2.462	26.06	78.12
2.463	25.35	79.05
2.464	24.65	79.98
2.465	23.95	80.90
2.466	23.27	81.80
2.467	22.59	82.70
2.468	21.93	83.58
2.469	21.27	84.44
2.470	20.63	85.29
2.471	20.00	86.12
2.472	19.39	86.92
2.473	18.79	87.70
2.474	18.21	88.45
2.475	17.64	89.19
2.476	17.08	89.90
2.477	16.54	90.58
2.478	16.02	91.24
2.479	15.51	91.87
2.480	15.01	92.48
2.481	14.53	93.07
2.482	14.07	93.63
2.483	13.64	94.17
2.484	13.23	94.68
2.485	12.84	95.18
2.486	12.48	95.65
2.487	12.15	96.10
2.488	11.84	96.54
2.489	11.56	96.95
2.490	11.31	97.35
2.491	11.09	97.72
2.492	10.89	98.07
2.493	10.72	98.39
2.494	10.57	98.69
2.495	10.44	98.97
2.496	10.34	99.21
2.497	10.25	99.43
2.498	10.19	99.61
2.499	10.14	99.76
2.500	10.11	99.88
2.501	10.10	99.96
2.502	10.10	100.00
2.503	10.12	100.00
2.504	10.15	99.96
2.505	10.20	99.87
2.506	10.26	99.74
2.507	10.34	99.56
2.508	10.44	99.34
2.509	10.56	99.08
2.510	10.69	98.78
2.511	10.83	98.44
2.512	10.99	98.06
2.513	11.17	97.65
2.514	11.36	97.21
2.515	11.57	96.74
2.516	11.80	96.24
2.517	12.04	95.72
2.518	12.30	95.17
2.519	12.57	94.61
2.520	12.86	94.02
2.521	13.16	93.42
2.522	13.47	92.81
2.523	13.79	92.18
2.524	14.12	91.55
2.525	14.46	90.91
2.526	14.80	90.27
2.527	15.14	89.63
2.528	15.47	88.99
2.529	15.80	88.36
2.530	16.12	87.73
2.531	16.43	87.12
2.532	16.73	86.53
2.533	17.01	85.96
2.534	17.29	85.40
2.535	17.55	84.87
2.536	17.81	84.36
2.537	18.05	83.88
2.538	18.29	83.41
2.539	18.51	82.98
2.540	18.73	82.56
2.541	18.93	82.17
2.542	19.11	81.79
2.543	19.28	81.43
2.544	19.43	81.08
2.545	19.55	80.75
2.546	19.65	80.42
2.547	19.72	80.10
2.548	19.77	79.78
2.549	19.79	79.47
2.550	19.78	79.16
2.551	19.75	78.84
2.552	19.70	78.53
2.553	19.62	78.21
2.554	19.53	77.88
2.555	19.41	77.55
2.556	19.28	77.22
2.557	19.14	76.88
2.558	18.97	76.54
2.559	18.79	76.20
2.560	18.60	75.86
2.561	18.39	75.53
2.562	18.17	75.20
2.563	17.94	74.88
2.564	17.71	74.57
2.565	17.46	74.27
2.566	17.22	73.98
2.567	16.98	73.70
2.568	16.74	73.42
2.569	16.51	73.16
2.570	16.30	72.90
2.571	16.10	72.64
2.572	15.92	72.37
2.573	15.76	72.11
2.574	15.62	71.84
2.575	15.50	71.56
2.576	15.41	71.27
2.577	15.34	70.97
2.578	15.30	70.65
2.579	15.28	70.32
2.580	15.28	69.97
2.581	15.31	69.61
2.582	15.37	69.23
2.583	15.45	68.83
2.584	15.55	68.42
2.585	15.68	68.00
2.586	15.83	67.56
2.587	16.00	67.11
2.588	16.18	66.65
2.589	16.38	66.19
2.590	16.60	65.71
2.591	16.83	65.23
2.592	17.06	64.74
2.593	17.30	64.25
2.594	17.54	63.75
2.595	17.78	63.25
2.596	18.03	62.74
2.597	18.26	62.23
2.598	18.49	61.72
2.599	18.71	61.19
2.600	18.92	60.67
2.601	19.12	60.13
2.602	19.29	59.59
2.603	19.45	59.04
2.604	19.58	58.48
2.605	19.70	57.91
2.606	19.78	57.33
2.607	19.84	56.75
2.608	19.87	56.15
2.609	19.89	55.56
2.610	19.88	54.96
2.611	19.85	54.36
2.612	19.80	53.76
2.613	19.74	53.16
2.614	19.67	52.57
2.615	19.59	52.00
2.616	19.50	51.43
2.617	19.40	50.88
2.618	19.30	50.34
2.619	19.20	49.82
2.620	19.09	49.32
2.621	18.98	48.85
2.622	18.86	48.40
2.623	18.75	47.98
2.624	18.63	47.58
2.625	18.51	47.22
2.626	18.40	46.89
2.627	18.29	46.59
2.628	18.18	46.32
2.629	18.08	46.09
2.630	17.99	45.90
2.631	17.91	45.75
2.632	17.84	45.63
2.633	17.78	45.55
2.634	17.72	45.50
2.635	17.67	45.49
2.636	17.63	45.52
2.637	17.59	45.57
2.638	17.56	45.66
2.639	17.52	45.78
2.640	17.49	45.92
2.641	17.45	46.10
2.642	17.42	46.30
2.643	17.39	46.52
2.644	17.35	46.76
2.645	17.31	47.02
2.646	17.27	47.30
2.647	17.23	47.58
2.648	17.18	47.88
2.649	17.13	48.19
2.650	17.08	48.49
2.651	17.03	48.80
2.652	16.97	49.11
2.653	16.91	49.41
2.654	16.84	49.71
2.655	16.76	50.00
2.656	16.67	50.28
2.657	16.57	50.56
2.658	16.46	50.83
2.659	16.35	51.08
2.660	16.22	51.33
2.661	16.10	51.57
2.662	15.98	51.80
2.663	15.86	52.01
2.664	15.75	52.21
2.665	15.65	52.40
2.666	15.56	52.57
2.667	15.48	52.72
2.668	15.41	52.86
2.669	15.35	52.98
2.670	15.31	53.07
2.671	15.28	53.15
2.672	15.26	53.20
2.673	15.25	53.23
2.674	15.26	53.23
2.675	15.28	53.19
2.676	15.30	53.13
2.677	15.33	53.04
2.678	15.37	52.92
2.679	15.42	52.76
2.680	15.47	52.56
2.681	15.53	52.33
2.682	15.60	52.05
2.683	15.67	51.74
2.684	15.74	51.39
2.685	15.83	51.01
2.686	15.92	50.59
2.687	16.03	50.13
2.688	16.14	49.65
2.689	16.27	49.13
2.690	16.42	48.58
2.691	16.58	48.01
2.692	16.77	47.41
2.693	16.97	46.80
2.694	17.20	46.17
2.695	17.44	45.52
2.696	17.71	44.87
2.697	18.00	44.21
2.698	18.32	43.55
2.699	18.65	42.89
2.700	18.99	42.24
2.701	19.36	41.59
2.702	19.74	40.95
2.703	20.13	40.32
2.704	20.52	39.71
2.705	20.92	39.12
2.706	21.33	38.54
2.707	21.73	37.98
2.708	22.14	37.44
2.709	22.54	36.93
2.710	22.94	36.43
2.711	23.34	35.95
2.712	23.74	35.50
2.713	24.13	35.06
2.714	24.53	34.64
2.715	24.91	34.23
2.716	25.30	33.85
2.717	25.68	33.48
2.718	26.05	33.12
2.719	26.41	32.79
2.720	26.76	32.47
2.721	27.09	32.17
2.722	27.41	31.88
2.723	27.70	31.62
2.724	27.95	31.36
2.725	28.18	31.12
2.726	28.36	30.89
2.727	28.50	30.67
2.728	28.60	30.45
2.729	28.66	30.25
2.730	28.68	30.05
2.731	28.66	29.87
2.732	28.60	29.69
2.733	28.50	29.53
2.734	28.37	29.37
2.735	28.19	29.23
2.736	27.97	29.09
2.737	27.70	28.97
2.738	27.39	28.86
2.739	27.03	28.76
2.740	26.63	28.68
2.741	26.19	28.60
2.742	25.71	28.55
2.743	25.19	28.50
2.744	24.63	28.47
2.745	24.03	28.46
2.746	23.40	28.45
2.747	22.74	28.47
2.748	22.05	28.50
2.749	21.35	28.54
2.750	20.63	28.60
2.751	19.90	28.67
2.752	19.16	28.76
2.753	18.41	28.86
2.754	17.66	28.98
2.755	16.91	29.12
2.756	16.17	29.27
2.757	15.43	29.45
2.758	14.70	29.64
2.759	13.99	29.84
2.760	13.30	30.07
2.761	12.64	30.31
2.762	11.99	30.57
2.763	11.37	30.84
2.764	10.79	31.13
2.765	10.23	31.44
2.766	9.71	31.77
2.767	9.22	32.11
2.768	8.76	32.47
2.769	8.34	32.85
2.770	7.96	33.24
2.771	7.61	33.64
2.772	7.30	34.06
2.773	7.02	34.49
2.774	6.79	34.93
2.775	6.59	35.39
2.776	6.42	35.86
2.777	6.29	36.34
2.778	6.19	36.83
2.779	6.12	37.32
2.780	6.08	37.83
2.781	6.08	38.34
2.782	6.10	38.86
2.783	6.14	39.38
2.784	6.21	39.91
2.785	6.30	40.45
2.786	6.40	40.99
2.787	6.53	41.55
2.788	6.68	42.11
2.789	6.85	42.67
2.790	7.03	43.25
2.791	7.24	43.82
2.792	7.47	44.41
2.793	7.72	44.99
2.794	7.99	45.58
2.795	8.29	46.17
2.796	8.60	46.76
2.797	8.94	47.35
2.798	9.29	47.94
2.799	9.66	48.52
2.800	10.06	49.10
2.801	10.47	49.69
2.802	10.91	50.27
2.803	11.36	50.85
2.804	11.83	51.43
2.805	12.33	52.02
2.806	12.84	52.60
2.807	13.37	53.19
2.808	13.92	53.77
2.809	14.48	54.35
2.810	15.05	54.93
2.811	15.63	55.50
2.812	16.23	56.06
2.813	16.83	56.62
2.814	17.43	57.17
2.815	18.04	57.70
2.816	18.66	58.23
2.817	19.27	58.74
2.818	19.88	59.23
2.819	20.49	59.71
2.820	21.10	60.17
2.821	21.71	60.61
2.822	22.30	61.02
2.823	22.89	61.42
2.824	23.47	61.78
2.825	24.03	62.12
2.826	24.57	62.44
2.827	25.09	62.73
2.828	25.58	62.98
2.829	26.04	63.21
2.830	26.47	63.40
2.831	26.87	63.57
2.832	27.24	63.69
2.833	27.58	63.79
2.834	27.88	63.85
2.835	28.15	63.88
2.836	28.38	63.87
2.837	28.58	63.83
2.838	28.75	63.75
2.839	28.87	63.64
2.840	28.96	63.50
2.841	29.00	63.31
2.842	28.99	63.10
2.843	28.93	62.84
2.844	28.82	62.55
2.845	28.67	62.23
2.846	28.48	61.88
2.847	28.24	61.50
2.848	27.97	61.09
2.849	27.66	60.66
2.850	27.31	60.21
2.851	26.94	59.74
2.852	26.53	59.26
2.853	26.08	58.78
2.854	25.61	58.29
2.855	25.10	57.79
2.856	24.55	57.30
2.857	23.97	56.81
2.858	23.35	56.33
2.859	22.69	55.85
2.860	22.01	55.38
2.861	21.31	54.93
2.862	20.58	54.48
2.863	19.84	54.05
2.864	19.09	53.63
2.865	18.33	53.23
2.866	17.57	52.84
2.867	16.81	52.46
2.868	16.06	52.10
2.869	15.33	51.76
2.870	14.60	51.42
2.871	13.89	51.11
2.872	13.20	50.81
2.873	12.52	50.52
2.874	11.87	50.26
2.875	11.25	50.00
2.876	10.65	49.77
2.877	10.08	49.54
2.878	9.53	49.33
2.879	9.01	49.13
2.880	8.52	48.94
2.881	8.05	48.76
2.882	7.62	48.59
2.883	7.21	48.43
2.884	6.82	48.26
2.885	6.47	48.10
2.886	6.13	47.94
2.887	5.82	47.78
2.888	5.54	47.62
2.889	5.27	47.45
2.890	5.02	47.27
2.891	4.79	47.09
2.892	4.57	46.89
2.893	4.36	46.69
2.894	4.17	46.47
2.895	3.98	46.25
2.896	3.81	46.01
2.897	3.65	45.77
2.898	3.50	45.52
2.899	3.38	45.25
2.900	3.27	44.98
2.901	3.19	44.71
2.902	3.13	44.42
2.903	3.09	44.13
2.904	3.08	43.82
2.905	3.10	43.51
2.906	3.14	43.18
2.907	3.22	42.84
2.908	3.32	42.48
2.909	3.46	42.11
2.910	3.62	41.73
2.911	3.82	41.33
2.912	4.05	40.92
2.913	4.31	40.51
2.914	4.60	40.08
2.915	4.92	39.65
2.916	5.27	39.22
2.917	5.65	38.79
2.918	6.06	38.35
2.919	6.50	37.92
2.920	6.96	37.49
2.921	7.45	37.07
2.922	7.97	36.66
2.923	8.50	36.25
2.924	9.06	35.86
2.925	9.63	35.48
2.926	10.22	35.12
2.927	10.81	34.77
2.928	11.42	34.44
2.929	12.04	34.12
2.930	12.66	33.83
2.931	13.27	33.55
2.932	13.88	33.29
2.933	14.49	33.06
2.934	15.08	32.84
2.935	15.66	32.64
2.936	16.23	32.47
2.937	16.78	32.31
2.938	17.31	32.17
2.939	17.82	32.05
2.940	18.32	31.96
2.941	18.78	31.88
2.942	19.23	31.83
2.943	19.64	31.80
2.944	20.03	31.79
2.945	20.40	31.80
2.946	20.74	31.82
2.947	21.05	31.87
2.948	21.34	31.93
2.949	21.60	32.00
2.950	21.83	32.09
2.951	22.04	32.18
2.952	22.22	32.29
2.953	22.38	32.41
2.954	22.52	32.52
2.955	22.65	32.64
2.956	22.76	32.77
2.957	22.86	32.88
2.958	22.96	33.00
2.959	23.04	33.11
2.960	23.12	33.22
2.961	23.19	33.32
2.962	23.25	33.41
2.963	23.31	33.50
2.964	23.35	33.57
2.965	23.38	33.64
2.966	23.40	33.70
2.967	23.41	33.75
2.968	23.40	33.80
2.969	23.36	33.83
2.970	23.30	33.85
2.971	23.21	33.87
2.972	23.10	33.87
2.973	22.96	33.87
2.974	22.79	33.86
2.975	22.61	33.83
2.976	22.40	33.80
2.977	22.17	33.76
2.978	21.92	33.71
2.979	21.64	33.65
2.980	21.34	33.59
2.981	21.02	33.52
2.982	20.67	33.44
2.983	20.30	33.36
2.984	19.89	33.27
2.985	19.46	33.18
2.986	19.00	33.09
2.987	18.51	33.00
2.988	18.01	32.90
2.989	17.49	32.81
2.990	16.95	32.72
2.991	16.40	32.63
2.992	15.84	32.55
2.993	15.27	32.48
2.994	14.70	32.41
2.995	14.12	32.35
2.996	13.54	32.29
2.997	12.96	32.24
2.998	12.38	32.19
2.999	11.79	32.15
3.000	11.21	32.11
3.001	10.64	32.08
3.002	10.06	32.06
3.003	9.50	32.05
3.004	8.94	32.04
3.005	8.40	32.04
3.006	7.86	32.06
3.007	7.33	32.08
3.008	6.82	32.12
3.009	6.31	32.17
3.010	5.82	32.23
3.011	5.34	32.30
3.012	4.88	32.38
3.013	4.44	32.48
3.014	4.01	32.58
3.015	3.61	32.70
3.016	3.22	32.82
3.017	2.86	32.95
3.018	2.52	33.08
3.019	2.21	33.23
3.020	1.91	33.37
3.021	1.64	33.52
3.022	1.40	33.67
3.023	1.17	33.82
3.024	0.98	33.97
3.025	0.80	34.12
3.026	0.65	34.26
3.027	0.52	34.41
3.028	0.41	34.55
3.029	0.33	34.69
3.030	0.26	34.83
3.031	0.22	34.97
3.032	0.20	35.11
3.033	0.20	35.25
3.034	0.22	35.39
3.035	0.26	35.53
3.036	0.32	35.68
3.037	0.40	35.83
3.038	0.50	35.99
3.039	0.62	36.15
3.040	0.76	36.31
3.041	0.92	36.48
3.042	1.10	36.65
3.043	1.29	36.82
3.044	1.50	36.99
3.045	1.73	37.16
3.046	1.97	37.33
3.047	2.24	37.50
3.048	2.52	37.67
3.049	2.83	37.84
3.050	3.16	38.01
3.051	3.51	38.17
3.052	3.87	38.34
3.053	4.26	38.50
3.054	4.68	38.66
3.055	5.11	38.81
3.056	5.56	38.96
3.057	6.02	39.10
3.058	6.51	39.24
3.059	7.01	39.37
3.060	7.53	39.49
3.061	8.06	39.61
3.062	8.61	39.72
3.063	9.16	39.83
3.064	9.72	39.93
3.065	10.29	40.02
3.066	10.86	40.12
3.067	11.42	40.21
3.068	11.99	40.29
3.069	12.55	40.38
3.070	13.10	40.46
3.071	13.65	40.54
3.072	14.19	40.62
3.073	14.71	40.70
3.074	15.23	40.77
3.075	15.73	40.84
3.076	16.21	40.91
3.077	16.68	40.97
3.078	17.13	41.02
3.079	17.56	41.07
3.080	17.97	41.10
3.081	18.36	41.14
3.082	18.73	41.17
3.083	19.08	41.19
3.084	19.41	41.21
3.085	19.72	41.23
3.086	20.01	41.24
3.087	20.28	41.26
3.088	20.52	41.26
3.089	20.74	41.26
3.090	20.93	41.26
3.091	21.09	41.25
3.092	21.21	41.23
3.093	21.30	41.21
3.094	21.34	41.19
3.095	21.35	41.16
3.096	21.30	41.12
3.097	21.22	41.09
3.098	21.11	41.05
3.099	20.97	41.01
3.100	20.80	40.97
3.101	20.62	40.93
3.102	20.42	40.89
3.103	20.22	40.85
3.104	20.01	40.81
3.105	19.80	40.76
3.106	19.59	40.72
3.107	19.39	40.67
3.108	19.21	40.63
3.109	19.03	40.58
3.110	18.86	40.53
3.111	18.71	40.47
3.112	18.58	40.41
3.113	18.46	40.34
3.114	18.36	40.27
3.115	18.28	40.19
3.116	18.21	40.11
3.117	18.17	40.01
3.118	18.14	39.90
3.119	18.14	39.78
3.120	18.16	39.65
3.121	18.20	39.50
3.122	18.28	39.34
3.123	18.37	39.17
3.124	18.50	38.98
3.125	18.65	38.79
3.126	18.83	38.58
3.127	19.05	38.36
3.128	19.29	38.14
3.129	19.56	37.91
3.130	19.87	37.68
3.131	20.20	37.43
3.132	20.56	37.19
3.133	20.95	36.95
3.134	21.37	36.70
3.135	21.80	36.46
3.136	22.25	36.22
3.137	22.72	35.99
3.138	23.20	35.76
3.139	23.69	35.55
3.140	24.18	35.34
3.141	24.66	35.15
3.142	25.14	34.97
3.143	25.61	34.81
3.144	26.05	34.66
3.145	26.46	34.53
3.146	26.84	34.43
3.147	27.18	34.34
3.148	27.47	34.27
3.149	27.73	34.23
3.150	27.94	34.21
3.151	28.12	34.21
3.152	28.26	34.24
3.153	28.38	34.29
3.154	28.47	34.36
3.155	28.55	34.46
3.156	28.62	34.57
3.157	28.68	34.72
3.158	28.73	34.88
3.159	28.79	35.06
3.160	28.85	35.26
3.161	28.92	35.48
3.162	28.99	35.71
3.163	29.08	35.96
3.164	29.18	36.21
3.165	29.29	36.46
3.166	29.42	36.72
3.167	29.55	36.98
3.168	29.70	37.24
3.169	29.85	37.50
3.170	30.01	37.75
3.171	30.18	38.00
3.172	30.35	38.24
3.173	30.52	38.48
3.174	30.68	38.71
3.175	30.85	38.94
3.176	31.01	39.16
3.177	31.17	39.37
3.178	31.32	39.57
3.179	31.47	39.76
3.180	31.61	39.95
3.181	31.73	40.12
3.182	31.85	40.29
3.183	31.94	40.43
3.184	32.02	40.57
3.185	32.06	40.68
3.186	32.08	40.78
3.187	32.07	40.85
3.188	32.03	40.90
3.189	31.96	40.92
3.190	31.87	40.92
3.191	31.75	40.90
3.192	31.61	40.85
3.193	31.44	40.79
3.194	31.26	40.71
3.195	31.06	40.61
3.196	30.84	40.50
3.197	30.61	40.38
3.198	30.36	40.24
3.199	30.11	40.10
3.200	29.84	39.96
3.201	29.56	39.81
3.202	29.27	39.66
3.203	28.97	39.51
3.204	28.66	39.36
3.205	28.33	39.21
3.206	27.99	39.06
3.207	27.63	38.91
3.208	27.25	38.77
3.209	26.85	38.63
3.210	26.44	38.50
3.211	26.01	38.38
3.212	25.56	38.28
3.213	25.10	38.18
3.214	24.63	38.09
3.215	24.14	38.02
3.216	23.63	37.95
3.217	23.11	37.90
3.218	22.58	37.86
3.219	22.03	37.84
3.220	21.47	37.82
3.221	20.90	37.83
3.222	20.32	37.85
3.223	19.73	37.89
3.224	19.14	37.94
3.225	18.54	38.02
3.226	17.94	38.11
3.227	17.33	38.22
3.228	16.72	38.35
3.229	16.11	38.51
3.230	15.50	38.68
3.231	14.90	38.87
3.232	14.30	39.08
3.233	13.72	39.32
3.234	13.14	39.57
3.235	12.57	39.85
3.236	12.01	40.15
3.237	11.47	40.47
3.238	10.93	40.81
3.239	10.40	41.17
3.240	9.89	41.55
3.241	9.39	41.95
3.242	8.91	42.37
3.243	8.44	42.81
3.244	7.99	43.27
3.245	7.56	43.75
3.246	7.15	44.24
3.247	6.77	44.75
3.248	6.41	45.27
3.249	6.08	45.80
3.250	5.77	46.35
3.251	5.49	46.90
3.252	5.24	47.46
3.253	5.01	48.03
3.254	4.81	48.59
3.255	4.64	49.15
3.256	4.50	49.71
3.257	4.38	50.26
3.258	4.29	50.80
3.259	4.23	51.33
3.260	4.19	51.85
3.261	4.17	52.35
3.262	4.17	52.84
3.263	4.20	53.32
3.264	4.24	53.78
3.265	4.30	54.23
3.266	4.38	54.66
3.267	4.47	55.08
3.268	4.57	55.48
3.269	4.69	55.86
3.270	4.83	56.22
3.271	4.98	56.56
3.272	5.15	56.87
3.273	5.33	57.16
3.274	5.53	57.42
3.275	5.73	57.65
3.276	5.95	57.85
3.277	6.18	58.02
3.278	6.41	58.15
3.279	6.65	58.25
